Player Name,Player ID,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Shooting FG%,Shooting 3P%,Shooting FT%,Per Game MP,Per Game PTS,Per Game TRB,Per Game AST
Ben Simmons,simmobe01,33,1151,216,386,1,3,199,297,103,388,158,65,27,111,92,632,560,333,670,34.9,19.2,11.8,4.8
Brandon Ingram,ingrabr01,36,1246,214,484,80,195,116,170,67,244,72,41,49,72,74,624,442,410,682,34.6,17.3,6.8,2.0
Jaylen Brown,brownja02,34,939,163,378,30,102,142,217,36,182,68,27,22,105,108,498,431,294,654,27.6,14.6,5.4,2.0
Dragan Bender,bendedr01,,,,,,,,,,,,,,,,,,,,,,,
Kris Dunn,dunnkr01,95,2997,424,943,73,206,293,423,106,486,552,208,38,315,280,1214,450,354,693,31.5,12.8,5.1,5.8
Buddy Hield,hieldbu01,132,4182,783,1748,349,894,376,450,209,661,254,168,38,285,259,2291,448,390,836,31.7,17.4,5.0,1.9
Jamal Murray,murraja01,36,1267,244,538,113,277,119,152,53,186,79,35,11,84,75,720,454,408,783,35.2,20.0,5.2,2.2
Marquese Chriss,chrisma01,34,848,179,338,21,60,89,130,85,183,26,32,55,69,138,468,530,350,685,24.9,13.8,5.4,0.8
Jakob Poeltl,poeltja01,70,1885,356,541,0,1,219,361,194,557,93,33,119,129,165,931,658,000,607,26.9,13.3,8.0,1.3
Thon Maker,makerth01,,,,,,,,,,,,,,,,,,,,,,,
Domantas Sabonis,sabondo01,74,1971,384,608,5,14,229,314,192,694,97,39,43,151,219,1002,632,357,729,26.6,13.5,9.4,1.3
Taurean Prince,princta02,129,2604,468,1017,130,346,255,355,202,547,145,121,63,221,271,1321,460,376,718,20.2,10.2,4.2,1.1
Georgios Papagiannis,papagge01,,,,,,,,,,,,,,,,,,,,,,,
Denzel Valentine,valende01,144,4182,579,1309,265,650,222,285,157,855,639,132,40,317,303,1645,442,408,779,29.0,11.4,5.9,4.4
Juan Hernangomez,hernaju01,,,,,,,,,,,,,,,,,,,,,,,
Guerschon Yabusele,yabusgu01,,,,,,,,,,,,,,,,,,,,,,,
Wade Baldwin,baldwwa01,68,2011,234,543,84,199,240,300,30,277,327,90,15,158,171,792,431,422,800,29.6,11.6,4.1,4.8
Henry Ellenson,ellenhe01,33,1107,194,435,30,104,143,191,71,321,59,28,49,78,84,561,446,288,749,33.5,17.0,9.7,1.8
Malik Beasley,beaslma01,34,1014,185,393,55,142,104,128,44,180,51,32,6,59,75,529,471,387,813,29.8,15.6,5.3,1.5
Caris LeVert,leverca01,103,2721,366,843,134,334,204,265,39,364,275,97,22,136,151,1070,434,401,770,26.4,10.4,3.5,2.7
DeAndre Bembry,bembrde01,101,3645,580,1270,120,385,310,494,137,672,364,143,78,248,249,1590,457,312,628,36.1,15.7,6.7,3.6
Malachi Richardson,richama01,37,1272,152,411,79,224,113,157,19,158,77,42,10,79,91,496,370,353,720,34.4,13.4,4.3,2.1
Ante Zizic,zizican01,,,,,,,,,,,,,,,,,,,,,,,
Timothe Luwawu,luwawti01,,,,,,,,,,,,,,,,,,,,,,,
Brice Johnson,johnsbr02,148,3102,714,1242,0,0,288,407,314,1035,133,111,163,187,369,1716,575,,708,21.0,11.6,7.0,0.9
Furkan Korkmaz,korkmfu01,,,,,,,,,,,,,,,,,,,,,,,
Pascal Siakam,siakapa01,68,2224,440,799,3,17,241,339,243,657,103,62,136,131,180,1124,551,176,711,32.7,16.5,9.7,1.5
Skal Labissiere,labissk01,36,567,98,190,0,2,41,62,35,113,11,9,59,33,108,237,516,000,661,15.8,6.6,3.1,0.3
Dejounte Murray,murrade01,34,1139,202,486,34,118,110,166,48,203,151,62,10,110,90,548,416,288,663,33.5,16.1,6.0,4.4
Damian Jones,jonesda03,99,2684,508,897,1,8,296,524,207,630,71,37,167,197,301,1313,566,125,565,27.1,13.3,6.4,0.7
Deyonta Davis,davisde01,35,650,119,199,0,0,23,38,72,191,26,9,64,30,80,261,598,,605,18.6,7.5,5.5,0.7
Ivica Zubac,zubaciv01,,,,,,,,,,,,,,,,,,,,,,,
Cheick Diallo,diallch01,27,202,33,58,0,0,15,27,17,68,1,7,23,17,38,81,569,,556,7.5,3.0,2.5,0.0
Tyler Ulis,ulisty01,72,2170,259,607,88,237,209,247,35,172,381,88,6,107,120,815,427,371,846,30.1,11.3,2.4,5.3
Rade Zagorac,zagorra01,,,,,,,,,,,,,,,,,,,,,,,
Malcolm Brogdon,brogdma01,136,4157,601,1399,185,507,422,482,82,563,335,117,31,207,250,1809,430,365,876,30.6,13.3,4.1,2.5
Chinanu Onuaku,onuakch01,66,1385,182,294,0,1,47,86,160,423,70,50,104,109,175,411,619,000,547,21.0,6.2,6.4,1.1
Patrick McCaw,mccawpa01,65,2060,273,622,125,341,122,162,61,273,214,129,23,125,122,793,439,367,753,31.7,12.2,4.2,3.3
David Michineau,michida01,,,,,,,,,,,,,,,,,,,,,,,
Diamond Stone,stonedi01,35,807,167,294,0,0,102,134,77,188,15,18,55,53,80,436,568,,761,23.1,12.5,5.4,0.4
Stephen Zimmerman,zimmest01,26,680,102,214,5,17,63,101,56,227,22,14,51,54,79,272,477,294,624,26.2,10.5,8.7,0.8
Isaiah Whitehead,whiteis01,56,1710,285,760,117,326,196,259,40,207,251,70,63,192,131,883,375,359,757,30.5,15.8,3.7,4.5
Zhou Qi,qizh01,,,,,,,,,,,,,,,,,,,,,,,
Isaia Cordinier,cordiis01,,,,,,,,,,,,,,,,,,,,,,,
Demetrius Jackson,jacksde01,103,3242,415,888,133,349,241,308,90,322,335,114,23,170,197,1204,467,381,782,31.5,11.7,3.1,3.3
A.J. Hammons,hammoaj01,132,3201,613,1138,6,23,361,523,314,930,104,50,343,271,325,1593,539,261,690,24.3,12.1,7.0,0.8
Jake Layman,laymaja01,141,3938,482,1083,198,547,274,361,159,674,156,123,113,204,272,1436,445,362,759,27.9,10.2,4.8,1.1
Paul Zipser,zipsepa01,,,,,,,,,,,,,,,,,,,,,,,
Michael Gbinije,gbinimi01,120,3061,409,900,159,410,200,313,101,377,310,154,31,194,257,1177,454,388,639,25.5,9.8,3.1,2.6
Georges Niang,niangge01,138,4110,849,1697,188,502,342,448,162,714,421,92,67,318,422,2228,500,375,763,29.8,16.1,5.2,3.1
Ben Bentil,bentibe01,69,1928,321,705,61,188,251,330,173,434,61,39,48,107,186,954,455,324,761,27.9,13.8,6.3,0.9
Joel Bolomboy,bolomjo01,130,3743,492,931,36,97,464,651,412,1312,93,72,178,260,304,1484,528,371,713,28.8,11.4,10.1,0.7
Petr Cornelie,cornepe01,,,,,,,,,,,,,,,,,,,,,,,
Kay Felder,feldeka01,101,3626,554,1300,143,415,514,625,67,436,788,164,19,350,287,1765,426,345,822,35.9,17.5,4.3,7.8
Marcus Paige,paigema01,141,4570,599,1471,299,798,347,411,55,399,601,203,35,274,242,1844,407,375,844,32.4,13.1,2.8,4.3
Daniel Hamilton,hamilda02,71,2247,298,777,93,276,142,184,70,588,298,71,28,166,152,831,384,337,772,31.6,11.7,8.3,4.2
Wang Zhelin,sheliwa01,,,,,,,,,,,,,,,,,,,,,,,
Abdel Nader,naderab01,117,2845,432,1106,128,420,215,294,104,503,127,95,71,267,287,1207,391,305,731,24.3,10.3,4.3,1.1
Isaiah Cousins,cousiis01,137,3794,474,1162,176,432,202,284,113,529,365,157,36,254,276,1326,408,407,711,27.7,9.7,3.9,2.7
Tyrone Wallace,wallaty01,129,4074,588,1416,118,404,329,537,130,674,436,139,55,279,328,1623,415,292,613,31.6,12.6,5.2,3.4
Karl-Anthony Towns,townska01,39,822,145,256,2,8,109,134,92,261,44,18,88,53,115,401,566,250,813,21.1,10.3,6.7,1.1
D'Angelo Russell,russeda01,35,1188,231,515,95,231,118,156,35,198,175,55,11,102,74,675,449,411,756,33.9,19.3,5.7,5.0
Jahlil Okafor,okafoja01,38,1143,279,420,0,0,99,194,134,322,49,29,54,95,81,657,664,,510,30.1,17.3,8.5,1.3
Kristaps Porzingis,porzikr01,,,,,,,,,,,,,,,,,,,,,,,
Mario Hezonja,hezonma01,,,,,,,,,,,,,,,,,,,,,,,
Willie Cauley-Stein,caulewi01,105,2575,346,583,0,0,151,297,250,655,90,115,233,127,246,843,593,,508,24.5,8.0,6.2,0.9
Emmanuel Mudiay,mudiaem01,,,,,,,,,,,,,,,,,,,,,,,
Stanley Johnson,johnsst04,38,1081,174,390,43,116,132,178,75,247,63,57,15,82,100,523,446,371,742,28.4,13.8,6.5,1.7
Frank Kaminsky,kaminfr01,144,2943,529,1013,103,279,297,389,182,666,188,77,153,121,235,1458,522,369,763,20.4,10.1,4.6,1.3
Justise Winslow,winslju01,39,1135,173,356,46,110,100,156,49,252,82,52,34,71,108,492,486,418,641,29.1,12.6,6.5,2.1
Myles Turner,turnemy01,34,755,117,257,17,62,94,112,44,222,20,10,89,47,82,345,455,274,839,22.2,10.1,6.5,0.6
Trey Lyles,lylestr01,36,828,117,240,4,29,75,102,65,188,38,19,16,41,57,313,488,138,735,23.0,8.7,5.2,1.1
Devin Booker,bookede01,38,816,135,287,58,141,53,64,17,76,42,17,2,37,58,381,470,411,828,21.5,10.0,2.0,1.1
Cameron Payne,payneca01,69,2238,435,1007,156,434,253,324,31,252,394,125,37,197,168,1279,432,359,781,32.4,18.5,3.7,5.7
Kelly Oubre,oubreke01,36,756,110,248,34,95,79,110,41,179,28,41,13,43,71,333,444,358,718,21.0,9.3,5.0,0.8
Terry Rozier,roziete01,73,1959,307,753,84,254,176,228,71,314,175,110,8,101,116,874,408,331,772,26.8,12.0,4.3,2.4
Rashad Vaughn,vaughra01,23,742,144,328,54,141,68,98,14,111,36,18,8,50,54,410,439,383,694,32.3,17.8,4.8,1.6
Sam Dekker,dekkesa01,113,3153,499,1012,142,408,223,321,185,569,148,73,54,114,137,1363,493,348,695,27.9,12.1,5.0,1.3
Jerian Grant,grantje02,120,4337,556,1276,179,519,448,567,48,344,690,175,37,266,219,1739,436,345,790,36.1,14.5,2.9,5.8
Delon Wright,wrighde01,68,2367,339,,38,127,306,376,76,397,352,155,77,152,110,1022,535,299,814,34.8,15.0,5.8,5.2
Justin Anderson,anderju01,98,2364,288,669,97,272,200,266,75,341,180,60,84,125,137,873,430,357,752,24.1,8.9,3.5,1.8
Bobby Portis,portibo01,70,1994,411,782,23,63,202,274,219,551,92,74,104,97,137,1047,526,365,737,28.5,15.0,7.9,1.3
Rondae Hollis-Jefferson,holliro01,76,2050,259,522,8,39,248,356,160,475,114,72,72,103,186,774,496,205,697,27.0,10.2,6.3,1.5
Tyus Jones,jonesty01,39,1322,135,324,47,124,144,162,19,137,217,59,3,76,46,461,417,379,889,33.9,11.8,3.5,5.6
Jarell Martin,martija01,65,1996,323,654,41,133,202,293,154,451,88,65,45,144,170,889,494,308,689,30.7,13.7,6.9,1.4
Nikola Milutinov,milutni01,,,,,,,,,,,,,,,,,,,,,,,
Larry Nance Jr.,nancela02,123,3631,510,978,36,117,330,428,185,807,172,141,135,193,284,1386,521,308,771,29.5,11.3,6.6,1.4
R.J. Hunter,hunterj01,99,3438,559,1321,253,715,448,525,68,474,240,191,92,168,214,1819,423,354,853,34.7,18.4,4.8,2.4
Chris McCullough,mcculch01,16,450,54,113,1,1,40,71,36,110,18,27,33,35,41,149,478,1.00,563,28.1,9.3,6.9,1.1
Kevon Looney,looneke01,36,1113,151,321,22,53,92,147,122,331,51,46,32,45,104,416,470,415,626,30.9,11.6,9.2,1.4
Cedi Osman,osmande01,,,,,,,,,,,,,,,,,,,,,,,
Montrezl Harrell,harremo01,112,2961,533,910,11,40,217,407,294,777,102,91,118,145,214,1294,586,275,533,26.4,11.6,6.9,0.9
Jordan Mickey,mickejo01,65,2197,363,701,1,14,186,278,176,575,76,50,218,179,155,913,518,071,669,33.8,14.0,8.8,1.2
Anthony Brown,brownan02,144,4200,518,1211,218,541,308,410,139,691,231,99,23,228,257,1562,428,403,751,29.2,10.8,4.8,1.6
Willy Hernangomez,hernawi01,,,,,,,,,,,,,,,,,,,,,,,
Rakeem Christmas,chrisra01,142,3126,409,731,0,1,228,335,280,746,86,77,247,162,375,1046,560,000,681,22.0,7.4,5.3,0.6
Richaun Holmes,holmeri01,95,2518,403,728,30,85,253,363,250,652,62,75,244,143,233,1089,554,353,697,26.5,11.5,6.9,0.7
Darrun Hilliard,hillida01,132,3537,491,1125,209,569,320,428,71,400,248,176,47,206,274,1511,436,367,748,26.8,11.4,3.0,1.9
Juan Pablo Vaulet,vauleju01,,,,,,,,,,,,,,,,,,,,,,,
Josh Richardson,richajo01,136,3842,458,1005,98,308,238,314,116,439,246,147,88,209,301,1252,456,318,758,28.3,9.2,3.2,1.8
Pat Connaughton,connapa01,139,4484,515,1145,268,695,167,215,137,823,257,93,71,135,232,1465,450,386,777,32.3,10.5,5.9,1.8
Olivier Hanlan,hanlaol01,97,3493,565,1247,176,487,421,541,62,382,303,104,5,236,216,1727,453,361,778,36.0,17.8,3.9,3.1
Joseph Young,youngjo01,132,4333,778,1718,288,739,460,519,85,476,351,130,8,221,194,2304,453,390,886,32.8,17.5,3.6,2.7
Andrew Harrison,harrian01,79,2261,222,597,69,188,285,367,45,213,298,61,17,173,189,798,372,367,777,28.6,10.1,2.7,3.8
Marcus Thornton,thornma02,127,4328,709,1649,325,809,435,551,39,324,308,92,31,324,190,2178,430,402,789,34.1,17.1,2.6,2.4
Norman Powell,powelno01,141,3555,503,1090,111,354,259,347,58,424,214,158,57,180,288,1376,461,314,746,25.2,9.8,3.0,1.5
Arturas Gudaitis,gudaiar01,,,,,,,,,,,,,,,,,,,,,,,
Dakari Johnson,johnsda04,78,1185,161,300,0,0,128,229,146,333,40,23,59,67,148,450,537,,559,15.2,5.8,4.3,0.5
Aaron White,whiteaa01,140,3939,590,1142,61,217,618,800,289,902,190,149,85,211,219,1859,517,281,773,28.1,13.3,6.4,1.4
Marcus Eriksson,eriksma01,,,,,,,,,,,,,,,,,,,,,,,
Tyler Harvey,harvety01,84,2635,494,1066,260,602,316,373,49,293,197,86,16,151,162,1564,463,432,847,31.4,18.6,3.5,2.3
Satnam Singh,singhsa01,,,,,,,,,,,,,,,,,,,,,,,
Sir'Dominic Pointer,pointsi01,130,3660,406,852,21,109,245,360,161,681,299,200,173,218,367,1078,477,193,681,28.2,8.3,5.2,2.3
Dani Diez,diezda01,,,,,,,,,,,,,,,,,,,,,,,
Cady Lalanne,lalanca01,111,2799,424,767,10,47,249,374,341,881,26,49,197,206,275,1107,553,213,666,25.2,10.0,7.9,0.2
Branden Dawson,dawsobr01,130,3456,566,1013,0,9,177,317,329,902,181,163,142,219,212,1309,559,000,558,26.6,10.1,6.9,1.4
Nikola Radicevic,radicni01,,,,,,,,,,,,,,,,,,,,,,,
J.P. Tokoto,tokotjp01,107,2383,285,617,21,79,131,241,153,469,293,128,36,180,210,722,462,266,544,22.3,6.7,4.4,2.7
Dimitrios Agravanis,agravdi01,,,,,,,,,,,,,,,,,,,,,,,
Luka Mitrovic,mitrolu01,,,,,,,,,,,,,,,,,,,,,,,
Andrew Wiggins,wiggian01,35,1148,189,422,43,126,176,227,76,205,54,41,34,80,94,597,448,341,775,32.8,17.1,5.9,1.5
Jabari Parker,parkeja01,35,1074,236,499,38,106,160,214,105,306,41,37,43,81,83,670,473,358,748,30.7,19.1,8.7,1.2
Joel Embiid,embiijo01,28,647,107,171,1,5,98,143,65,227,38,25,72,66,94,313,626,200,685,23.1,11.2,8.1,1.4
Aaron Gordon,gordoaa01,38,1187,189,382,16,45,76,180,102,303,75,34,39,55,90,470,495,356,422,31.2,12.4,8.0,2.0
Dante Exum,exumda01,,,,,,,,,,,,,,,,,,,,,,,
Marcus Smart,smartma01,64,2120,314,760,87,295,349,465,94,375,287,188,40,193,183,1064,413,295,751,33.1,16.6,5.9,4.5
Julius Randle,randlju01,40,1233,196,391,3,18,204,289,139,416,57,20,31,101,91,599,501,167,706,30.8,15.0,10.4,1.4
Nik Stauskas,stausni01,75,2471,323,692,172,390,242,291,35,221,170,42,20,111,73,1060,467,441,832,32.9,14.1,2.9,2.3
Noah Vonleh,vonleno01,30,794,113,216,16,33,96,134,71,269,18,26,41,64,81,338,523,485,716,26.5,11.3,9.0,0.6
Elfrid Payton,paytoel01,100,3155,501,1032,30,112,394,645,148,508,486,197,51,336,226,1426,485,268,611,31.6,14.3,5.1,4.9
Doug McDermott,mcderdo01,145,4569,1141,2075,274,598,594,715,281,1088,194,34,14,321,265,3150,550,458,831,31.5,21.7,7.5,1.3
Dario Saric,saricda01,,,,,,,,,,,,,,,,,,,,,,,
Zach LaVine,lavinza01,37,904,127,288,48,128,47,68,18,94,66,33,6,42,73,349,441,375,691,24.4,9.4,2.5,1.8
T.J. Warren,warretj01,70,2182,528,951,45,143,195,298,187,396,68,105,36,117,174,1296,555,315,654,31.2,18.5,5.7,1.0
Adreian Payne,paynead01,138,2759,447,850,61,149,277,367,211,735,85,76,141,187,297,1232,526,409,755,20.0,8.9,5.3,0.6
Jusuf Nurkic,nurkiju01,,,,,,,,,,,,,,,,,,,,,,,
James Young,youngja01,40,1296,183,450,82,235,125,177,41,171,67,30,8,75,83,573,407,349,706,32.4,14.3,4.3,1.7
Tyler Ennis,ennisty01,34,1215,148,360,30,85,114,149,27,115,187,71,6,58,69,440,411,353,765,35.7,12.9,3.4,5.5
Gary Harris,harriga01,69,2141,345,784,146,388,189,240,67,226,140,108,21,111,141,1025,440,376,788,31.0,14.9,3.3,2.0
Bruno Caboclo,cabocbr01,,,,,,,,,,,,,,,,,,,,,,,
Mitch McGary,mcgarmi01,47,967,164,279,0,2,39,76,122,312,37,57,34,60,117,367,588,000,513,20.6,7.8,6.6,0.8
Jordan Adams,adamsjo01,69,2081,373,798,98,296,287,342,88,319,142,168,17,94,147,1131,467,331,839,30.2,16.4,4.6,2.1
Rodney Hood,hoodro01,67,2200,318,699,118,298,136,176,60,291,139,38,23,84,132,890,455,396,773,32.8,13.3,4.3,2.1
Shabazz Napier,napiesh01,143,4614,595,1447,260,693,509,626,101,576,646,251,30,350,301,1959,411,375,813,32.3,13.7,4.0,4.5
Clint Capela,capelca01,,,,,,,,,,,,,,,,,,,,,,,
P.J. Hairston,hairspj02,71,1286,220,567,127,364,140,175,93,228,74,57,20,66,118,707,388,349,800,18.1,10.0,3.2,1.0
Bogdan Bogdanovic,bogdabo01,,,,,,,,,,,,,,,,,,,,,,,
C.J. Wilcox,wilcocj01,131,3735,640,1478,301,773,299,356,110,441,214,112,98,178,250,1880,433,389,840,28.5,14.4,3.4,1.6
Josh Huestis,huestjo01,135,3376,392,870,66,207,169,277,292,834,113,67,190,125,230,1019,451,319,610,25.0,7.5,6.2,0.8
Kyle Anderson,anderky01,71,2242,303,670,36,96,223,303,119,617,355,126,58,183,132,865,452,375,736,31.6,12.2,8.7,5.0
Damien Inglis,inglida01,,,,,,,,,,,,,,,,,,,,,,,
K.J. McDaniels,mcdankj01,94,2287,362,804,81,259,230,300,170,450,85,83,178,140,168,1035,450,313,767,24.3,11.0,4.8,0.9
Joe Harris,harrijo01,135,4084,568,1276,263,646,299,414,116,509,254,116,48,213,307,1698,445,407,722,30.3,12.6,3.8,1.9
Cleanthony Early,earlycl01,75,1965,371,790,113,325,280,342,137,425,50,58,63,131,183,1135,470,348,819,26.2,15.1,5.7,0.7
Jarnell Stokes,stokeja01,87,2587,411,776,0,3,307,489,337,836,129,65,94,180,190,1129,530,000,628,29.7,13.0,9.6,1.5
Johnny O'Bryant III,obryajo01,91,2465,446,956,6,27,257,415,277,702,115,47,72,267,255,1155,467,222,619,27.1,12.7,7.7,1.3
DeAndre Daniels,daniede01,99,2356,359,791,83,238,152,202,114,457,52,62,117,128,201,953,454,349,752,23.8,9.6,4.6,0.5
Spencer Dinwiddie,dinwisp01,86,2590,290,690,115,298,420,506,42,288,227,97,29,153,181,1115,420,386,830,30.1,13.0,3.3,2.6
Jerami Grant,grantje01,72,1577,187,385,6,20,161,251,124,335,62,43,36,63,129,541,486,300,641,21.9,7.5,4.7,0.9
Glenn Robinson III,robingl02,76,2506,349,665,56,179,158,220,137,375,87,74,21,78,99,912,525,313,718,33.0,12.0,4.9,1.1
Nikola Jokic,jokicni01,,,,,,,,,,,,,,,,,,,,,,,
Nick Johnson,johnsni01,108,3339,441,1048,144,401,307,418,64,395,304,137,64,197,220,1333,421,359,734,30.9,12.3,3.7,2.8
Walter Tavares,tavarwa01,,,,,,,,,,,,,,,,,,,,,,,
Markel Brown,brownma02,134,4088,551,1255,146,421,407,555,104,579,308,136,113,239,285,1655,439,347,733,30.5,12.4,4.3,2.3
Dwight Powell,poweldw01,136,3569,515,1110,33,114,402,557,225,853,240,125,118,283,390,1465,464,289,722,26.2,10.8,6.3,1.8
Jordan Clarkson,clarkjo01,93,2952,473,1075,95,295,392,487,74,310,249,87,26,254,211,1433,440,322,805,31.7,15.4,3.3,2.7
Russ Smith,smithru01,133,3228,620,1501,180,521,488,642,98,359,378,257,8,316,321,1908,413,345,760,24.3,14.3,2.7,2.8
Lamar Patterson,pattela01,149,3628,477,1097,171,463,285,394,173,588,427,146,44,244,276,1410,435,369,723,24.3,9.5,3.9,2.9
Cameron Bairstow,bairsca01,134,2787,418,808,2,6,401,559,234,637,102,62,99,157,282,1239,517,333,717,20.8,9.2,4.8,0.8
Alec Brown,brownal01,126,3693,604,1299,78,195,392,524,287,800,111,74,309,263,336,1678,465,400,748,29.3,13.3,6.3,0.9
Thanasis Antetokounmpo,antetth01,,,,,,,,,,,,,,,,,,,,,,,
Vasilije Micic,micicva01,,,,,,,,,,,,,,,,,,,,,,,
Alessandro Gentile,gential01,,,,,,,,,,,,,,,,,,,,,,,
Nemanja Dangubic,dangune01,,,,,,,,,,,,,,,,,,,,,,,
Semaj Christon,chrisse01,64,2227,363,785,26,77,282,421,20,177,281,90,11,198,152,1034,462,338,670,34.8,16.2,2.8,4.4
Roy Devyn Marble,marblde01,136,3749,564,1359,134,396,432,595,118,460,397,176,33,232,212,1694,415,338,726,27.6,12.5,3.4,2.9
Louis Labeyrie,labeylo01,,,,,,,,,,,,,,,,,,,,,,,
Jordan McRae,mcraejo01,114,3088,496,1190,179,522,350,455,75,371,209,73,97,225,218,1521,417,343,769,27.1,13.3,3.3,1.8
Xavier Thames,thamexa01,128,3581,427,1080,123,353,397,488,63,330,354,144,22,211,241,1374,395,348,814,28.0,10.7,2.6,2.8
Cory Jefferson,jeffeco01,130,2589,431,794,17,50,280,424,243,722,51,42,166,101,226,1159,543,340,660,19.9,8.9,5.6,0.4
Anthony Bennett,bennean01,35,950,202,379,36,96,124,177,86,285,34,24,43,65,80,564,533,375,701,27.1,16.1,8.1,1.0
Victor Oladipo,oladivi01,104,2558,406,754,48,142,257,359,207,537,175,161,56,203,248,1117,538,338,716,24.6,10.7,5.2,1.7
Otto Porter,porteot01,64,2077,293,588,55,155,181,241,121,457,135,94,55,85,125,822,498,355,751,32.5,12.8,7.1,2.1
Cody Zeller,zelleco01,72,2087,399,674,0,2,359,475,188,525,92,86,87,141,177,1157,592,000,756,29.0,16.1,7.3,1.3
Alex Len,lenal01,60,1470,225,418,1,9,132,199,145,417,50,12,125,93,155,583,538,111,663,24.5,9.7,7.0,0.8
Nerlens Noel,noelne01,24,765,98,166,0,0,55,104,65,227,38,50,106,45,62,251,590,,529,31.9,10.5,9.5,1.6
Ben McLemore,mclembe01,37,1191,198,400,73,174,120,138,47,192,73,37,25,77,69,589,495,420,870,32.2,15.9,5.2,2.0
Kentavious Caldwell-Pope,caldwke01,64,2114,338,814,149,439,188,250,82,392,96,123,28,100,139,1013,415,339,752,33.0,15.8,6.1,1.5
Trey Burke,burketr01,73,2605,436,969,133,362,226,291,43,242,416,93,33,180,126,1231,450,367,777,35.7,16.9,3.3,5.7
C.J. McCollum,mccolcj01,111,3657,767,1746,217,576,610,739,167,696,304,228,51,267,195,2361,439,377,825,32.9,21.3,6.3,2.7
Michael Carter-Williams,cartemi01,66,1678,180,452,42,137,142,209,60,237,345,129,27,154,117,544,398,307,679,25.4,8.2,3.6,5.2
Steven Adams,adamsst01,32,749,100,175,0,0,31,70,90,203,20,21,65,35,52,231,571,,443,23.4,7.2,6.3,0.6
Kelly Olynyk,olynyke01,101,1735,338,569,25,75,202,285,152,461,107,52,46,140,197,903,594,333,709,17.2,8.9,4.6,1.1
Shabazz Muhammad,muhamsh01,32,987,202,456,40,106,128,180,87,167,27,23,4,51,53,572,443,377,711,30.8,17.9,5.2,0.8
Giannis Antetokounmpo,antetgi01,,,,,,,,,,,,,,,,,,,,,,,
Lucas Nogueira,noguelu01,,,,,,,,,,,,,,,,,,,,,,,
Dennis Schroder,schrode01,,,,,,,,,,,,,,,,,,,,,,,
Shane Larkin,larkish01,68,2131,256,585,101,269,147,182,35,218,245,121,6,142,111,760,438,375,808,31.3,11.2,3.2,3.6
Sergey Karasev,karasse01,,,,,,,,,,,,,,,,,,,,,,,
Tony Snell,snellto01,104,2583,311,738,165,434,165,201,41,251,213,53,36,154,122,952,421,380,821,24.8,9.2,2.4,2.0
Gorgui Dieng,dienggo01,102,2789,338,620,1,3,174,272,304,801,127,104,267,166,280,851,545,333,640,27.3,8.3,7.9,1.2
Mason Plumlee,plumlma01,141,3652,525,915,2,10,332,569,333,1088,212,115,199,282,347,1384,574,200,583,25.9,9.8,7.7,1.5
Solomon Hill,hillso01,139,4030,487,1012,115,307,341,458,250,773,304,127,49,290,339,1430,481,375,745,29.0,10.3,5.6,2.2
Tim Hardaway,hardati02,107,3560,527,1239,202,589,276,381,62,440,225,76,33,182,212,1532,425,343,724,33.3,14.3,4.1,2.1
Reggie Bullock,bullore01,100,2457,358,815,188,486,85,118,156,495,169,87,21,94,121,989,439,387,720,24.6,9.9,5.0,1.7
Andre Roberson,roberan03,105,2970,382,741,50,143,198,340,309,1045,119,164,150,183,274,1012,516,350,582,28.3,9.6,10.0,1.1
Rudy Gobert,goberru01,,,,,,,,,,,,,,,,,,,,,,,
Livio Jean-Charles,jeancli01,,,,,,,,,,,,,,,,,,,,,,,
Archie Goodwin,goodwar01,33,1048,157,357,17,64,135,212,48,152,88,36,15,101,97,466,440,266,637,31.8,14.1,4.6,2.7
Nemanja Nedovic,nedovne01,,,,,,,,,,,,,,,,,,,,,,,
Allen Crabbe,crabbal01,98,3402,533,1195,209,547,262,320,85,559,219,84,57,182,165,1537,446,382,819,34.7,15.7,5.7,2.2
Alex Abrines,abrinal01,,,,,,,,,,,,,,,,,,,,,,,
Carrick Felix,felixca01,94,2626,341,748,99,304,174,247,125,450,125,96,74,162,224,955,456,326,704,27.9,10.2,4.8,1.3
Isaiah Canaan,canaais01,132,3876,635,1411,304,725,476,593,73,366,385,157,10,311,241,2050,450,419,803,29.4,15.5,2.8,2.9
Glen Rice,ricegl02,87,2156,316,727,100,289,129,211,143,421,185,111,47,162,194,861,435,346,611,24.8,9.9,4.8,2.1
Ray McCallum,mccalra01,102,3519,546,1173,97,335,429,593,126,486,451,175,32,233,210,1618,465,290,723,34.5,15.9,4.8,4.4
Tony Mitchell,mitchto02,55,1713,258,526,48,141,191,272,136,511,62,51,157,143,163,755,490,340,702,31.1,13.7,9.3,1.1
Nate Wolters,woltena01,127,4204,773,1716,158,462,648,807,120,601,668,192,21,280,229,2352,450,342,803,33.1,18.5,4.7,5.3
Jeff Withey,witheje01,117,2319,327,576,1,1,283,390,185,628,69,59,311,138,208,938,568,1.00,726,19.8,8.0,5.4,0.6
Grant Jerrett,jerregr01,34,606,63,154,32,79,18,22,37,122,18,16,33,19,44,176,409,405,818,17.8,5.2,3.6,0.5
Jamaal Franklin,frankja01,85,2198,362,849,98,325,340,436,128,596,162,86,51,218,182,1162,426,302,780,25.9,13.7,7.0,1.9
